seller_id_numeric,avg_review_score_per_seller
0,1.7259552042160737
1,4.415094339622642
2,4.579365079365079
3,4.122822299651568
4,4.451612903225806
5,3.9239766081871346
6,4.230769230769231
7,3.1346153846153846
8,4.044226044226044
9,4.428571428571429
10,3.348207754206291
11,3.902542372881356
12,4.366568914956011
13,4.052631578947368
14,3.854961832061069
15,4.205479452054795
16,4.7272727272727275
17,4.333333333333333
18,3.953216374269006
19,3.6363636363636362
20,3.7699386503067487
21,1.8
22,4.0695748205411375
23,3.995069033530572
24,3.7253086419753085
25,4.0
26,4.357142857142857
27,3.8
28,3.976470588235294
29,3.3684210526315788
30,4.001742160278746
31,4.189873417721519
32,3.991228070175439
33,4.098039215686274
34,4.053846153846154
35,4.266666666666667
36,4.3841059602649
37,4.0517125587642715
38,4.091836734693878
39,4.172413793103448
40,4.527272727272727
41,4.189048239895698
42,4.0
43,4.388461538461539
44,4.642857142857143
45,4.167336010709505
46,4.218836565096953
47,4.3076923076923075
48,4.101604278074866
49,4.156626506024097
50,4.6875
51,4.211206896551724
52,4.15483870967742
53,3.8497554157931515
54,4.340425531914893
55,4.428571428571429
56,4.124137931034483
57,3.9533762057877815
58,4.292929292929293
59,3.8865248226950353
60,4.625
61,4.606060606060606
62,4.233532934131737
63,4.128571428571429
64,3.804232804232804
65,4.073170731707317
66,3.259259259259259
67,4.166666666666667
68,3.6666666666666665
69,4.0285714285714285
70,4.5476190476190474
71,3.9094059405940595
72,2.198529411764706
73,4.517857142857143
74,3.8536585365853657
75,3.803931451612903
76,4.082278481012659
77,3.111111111111111
78,3.7375886524822697
79,4.0
80,3.9523809523809526
81,4.235074626865671
82,4.0
83,4.285714285714286
84,4.71830985915493
85,3.6582278481012658
86,3.744186046511628
87,4.230769230769231
88,4.355263157894737
89,4.285714285714286
90,3.882978723404255
91,3.176470588235294
92,4.13
93,3.8149606299212597
94,4.206489675516224
95,4.0
96,3.7666666666666666
97,4.111111111111111
98,4.473684210526316
99,4.2896174863387975
100,3.887323943661972
101,3.28
102,4.071428571428571
103,4.410256410256411
104,4.262773722627737
105,2.3636363636363638
106,3.9444444444444446
107,4.714285714285714
108,4.071428571428571
109,4.3014925373134325
110,4.285714285714286
111,4.4
112,4.11443661971831
113,4.228571428571429
114,4.173913043478261
115,3.9824016563147
116,4.133333333333334
117,3.9020771513353116
118,4.357142857142857
119,4.16374269005848
120,4.183673469387755
121,4.423529411764706
122,4.161111111111111
123,4.075
124,4.456521739130435
125,3.8396946564885495
126,4.722222222222222
127,4.081081081081081
128,4.0588235294117645
129,3.0681818181818183
130,3.9375
131,4.52
132,4.34375
133,4.568965517241379
134,4.3538461538461535
135,4.176895306859206
136,2.9382716049382718
137,4.344827586206897
138,4.20945945945946
139,4.0
140,3.5510204081632653
141,4.130434782608695
142,3.8958333333333335
143,4.301418439716312
144,4.25
145,4.378378378378378
146,4.1602209944751385
147,3.7246376811594204
148,4.545454545454546
149,5.0
150,4.35
151,4.672413793103448
152,3.89532293986637
153,4.277777777777778
154,3.875
155,4.111111111111111
156,3.966666666666667
157,4.075980392156863
158,4.5
159,4.278225806451613
160,4.285714285714286
161,3.913793103448276
162,3.6842105263157894
163,4.51063829787234
164,4.181308411214953
165,4.131578947368421
166,4.0
167,3.638036809815951
168,4.617021276595745
169,3.598360655737705
170,4.382978723404255
171,3.8137651821862346
172,4.2368421052631575
173,4.083333333333333
174,4.819672131147541
175,4.445859872611465
176,4.483516483516484
177,3.7857142857142856
178,3.7815126050420167
179,4.421052631578948
180,5.0
181,4.097744360902255
182,3.3945578231292517
183,4.357142857142857
184,4.375
185,4.126050420168068
186,3.983050847457627
187,3.111111111111111
188,3.5454545454545454
189,3.8584615384615386
190,4.333333333333333
191,4.215189873417722
192,3.717171717171717
193,4.078740157480315
194,4.0431266846361185
195,3.1666666666666665
196,3.851985559566787
197,4.089743589743589
198,3.839160839160839
199,4.3431372549019605
200,4.149700598802395
201,4.602739726027397
202,4.430678466076696
203,3.5294117647058822
204,4.434285714285714
205,4.00250626566416
206,4.3816793893129775
207,4.333333333333333
208,4.234991423670669
209,4.042168674698795
210,4.46875
211,4.086956521739131
212,3.853281853281853
213,4.446153846153846
214,3.4285714285714284
215,4.077669902912621
216,3.8533333333333335
217,4.666666666666667
218,3.076923076923077
219,3.758241758241758
220,3.7341772151898733
221,4.25
